Open,Close,High,Low,Price,Change%,Date_Gregorian,Date_Persian
"86,610","86,610","86,610","86,610",790,0.91%,2018/12/12,1397/09/21
"87,400","87,400","87,400","87,400",260,0.3%,2018/12/11,1397/09/20
"87,660","87,660","87,660","87,660",-,-,2018/12/10,1397/09/19
"87,660","87,660","87,660","87,660",2950,3.37%,2018/12/09,1397/09/18
"90,610","90,610","90,610","90,610",1560,1.75%,2018/12/08,1397/09/17
"89,050","89,050","89,050","89,050",580,0.65%,2018/12/07,1397/09/16
"89,630","89,630","89,630","89,630",260,0.29%,2018/12/06,1397/09/15
"89,890","89,890","89,890","89,890",730,0.82%,2018/12/05,1397/09/14
"89,160","89,160","89,160","89,160",-,-,2018/12/04,1397/09/13
"89,160","89,160","89,160","89,160",180,0.2%,2018/12/03,1397/09/12
"89,340","89,340","89,340","89,340",80,0.09%,2018/12/02,1397/09/11
"89,260","89,260","89,260","89,260",410,0.46%,2018/12/01,1397/09/10
"88,850","88,850","88,850","88,850",10,0.01%,2018/11/30,1397/09/09
"88,860","88,860","88,860","88,860",130,0.15%,2018/11/29,1397/09/08
"88,730","88,730","88,730","88,730",-,-,2018/11/28,1397/09/07
"88,730","88,730","88,730","88,730",340,0.38%,2018/11/27,1397/09/06
"89,070","89,070","89,070","89,070",300,0.34%,2018/11/26,1397/09/05
"89,370","89,370","89,370","89,370",250,0.28%,2018/11/25,1397/09/04
"89,120","89,120","89,120","89,120",460,0.52%,2018/11/24,1397/09/03
"88,660","88,660","88,660","88,660",-,-,2018/11/23,1397/09/02
"88,660","88,660","88,660","88,660",610,0.69%,2018/11/22,1397/09/01
"88,050","88,050","88,050","88,050",-,-,2018/11/21,1397/08/30
"88,050","88,050","88,050","88,050",150,0.17%,2018/11/20,1397/08/29
"88,200","88,200","88,200","88,200",660,0.75%,2018/11/19,1397/08/28
"87,540","87,540","87,540","87,540",20,0.02%,2018/11/18,1397/08/27
"87,560","87,560","87,560","87,560",-,-,2018/11/17,1397/08/26
"87,560","87,560","87,560","87,560",270,0.31%,2018/11/16,1397/08/25
"87,290","87,290","87,290","87,290",270,0.31%,2018/11/15,1397/08/24
